timestamp,temperature_c,humidity_pct,solar_radiation_wm2,wind_speed_ms,building_id,building_type,area_sqm,hour,day_of_week,day_name,month,is_weekend,is_exam_week,is_vacation,is_holiday,occupancy_rate,hvac_power_kwh,lighting_power_kwh,equipment_power_kwh,total_power_kwh,is_anomaly,anomaly_type,anomaly_severity,expected_normal_kwh
2024-08-29 10:00:00,33.36,73.06,598.66,1.8,Academic_Block_1,Academic,25000,10,3,Thursday,8,0,0,0,0,0.539,126.52,20.95,43.25,190.51,0,Normal,None,190.51
2024-08-29 10:00:00,33.36,73.06,598.66,1.8,Central_Library,Library,12000,10,3,Thursday,8,0,0,0,0,0.685,70.28,13.42,26.74,110.34,0,Normal,None,110.34
2024-08-29 10:00:00,33.36,73.06,598.66,1.8,Dining_Hall_Mess,Commercial,8000,10,3,Thursday,8,0,0,0,0,0.244,31.5,6.41,11.03,49.61,0,Normal,None,49.61
2024-08-29 10:00:00,33.36,73.06,598.66,1.8,Hostel_Boys_Block,Residential,22000,10,3,Thursday,8,0,0,0,0,0.253,75.74,12.01,23.02,107.82,0,Normal,None,107.82
2024-08-29 10:00:00,33.36,73.06,598.66,1.8,Hostel_Girls_Block,Residential,18000,10,3,Thursday,8,0,0,0,0,0.268,62.49,9.72,18.32,91.33,0,Normal,None,91.33
2024-08-29 11:00:00,37.18,66.83,769.97,2.23,Academic_Block_1,Academic,25000,11,3,Thursday,8,0,0,0,0,0.795,198.85,25.56,56.44,280.22,0,Normal,None,280.22
2024-08-29 11:00:00,37.18,66.83,769.97,2.23,Central_Library,Library,12000,11,3,Thursday,8,0,0,0,0,0.728,93.22,13.79,28.01,137.38,0,Normal,None,137.38
2024-08-29 11:00:00,37.18,66.83,769.97,2.23,Dining_Hall_Mess,Commercial,8000,11,3,Thursday,8,0,0,0,0,0.295,42.29,6.7,11.72,62.29,0,Normal,None,62.29
2024-08-29 11:00:00,37.18,66.83,769.97,2.23,Hostel_Boys_Block,Residential,22000,11,3,Thursday,8,0,0,0,0,0.26,98.96,12.12,21.97,133.1,0,Normal,None,133.1
2024-08-29 11:00:00,37.18,66.83,769.97,2.23,Hostel_Girls_Block,Residential,18000,11,3,Thursday,8,0,0,0,0,0.236,77.97,9.31,16.61,105.32,0,Normal,None,105.32
2024-08-29 12:00:00,41.7,63.57,740.67,1.5,Academic_Block_1,Academic,25000,12,3,Thursday,8,0,0,0,0,0.977,284.88,28.84,66.43,381.07,0,Normal,None,381.07
2024-08-29 12:00:00,41.7,63.57,740.67,1.5,Central_Library,Library,12000,12,3,Thursday,8,0,0,0,0,0.778,121.28,14.22,29.36,165.26,0,Normal,None,165.26
2024-08-29 12:00:00,41.7,63.57,740.67,1.5,Dining_Hall_Mess,Commercial,8000,12,3,Thursday,8,0,0,0,0,0.688,75.48,8.96,18.28,101.07,0,Normal,None,101.07
2024-08-29 12:00:00,41.7,63.57,740.67,1.5,Hostel_Boys_Block,Residential,22000,12,3,Thursday,8,0,0,0,0,0.235,120.63,11.72,20.29,152.28,0,Normal,None,152.28
2024-08-29 12:00:00,41.7,63.57,740.67,1.5,Hostel_Girls_Block,Residential,18000,12,3,Thursday,8,0,0,0,0,0.133,84.49,7.97,12.29,102.57,0,Normal,None,102.57
2024-08-29 13:00:00,38.85,71.64,871.05,3.28,Academic_Block_1,Academic,25000,13,3,Thursday,8,0,0,0,0,0.895,234.49,27.36,63.44,328.2,0,Normal,None,328.2
2024-08-29 13:00:00,38.85,71.64,871.05,3.28,Central_Library,Library,12000,13,3,Thursday,8,0,0,0,0,0.783,106.59,14.27,29.74,148.3,0,Normal,None,148.3
2024-08-29 13:00:00,38.85,71.64,871.05,3.28,Dining_Hall_Mess,Commercial,8000,13,3,Thursday,8,0,0,0,0,1.0,82.28,10.76,23.18,117.23,0,Normal,None,117.23
2024-08-29 13:00:00,38.85,71.64,871.05,3.28,Hostel_Boys_Block,Residential,22000,13,3,Thursday,8,0,0,0,0,0.284,112.29,12.5,22.84,151.48,0,Normal,None,151.48
2024-08-29 13:00:00,38.85,71.64,871.05,3.28,Hostel_Girls_Block,Residential,18000,13,3,Thursday,8,0,0,0,0,0.227,84.89,9.19,14.8,108.66,0,Normal,None,108.66
2024-08-29 14:00:00,37.64,67.1,683.51,2.27,Academic_Block_1,Academic,25000,14,3,Thursday,8,0,0,0,0,0.748,196.88,24.71,54.0,276.79,0,Normal,None,276.79
2024-08-29 14:00:00,37.64,67.1,683.51,2.27,Central_Library,Library,12000,14,3,Thursday,8,0,0,0,0,0.827,102.31,14.65,30.48,148.28,0,Normal,None,148.28
2024-08-29 14:00:00,37.64,67.1,683.51,2.27,Dining_Hall_Mess,Commercial,8000,14,3,Thursday,8,0,0,0,0,0.791,66.41,9.56,19.59,95.01,0,Normal,None,95.01
2024-08-29 14:00:00,37.64,67.1,683.51,2.27,Hostel_Boys_Block,Residential,22000,14,3,Thursday,8,0,0,0,0,0.256,100.73,12.06,23.88,138.65,0,Normal,None,138.65
2024-08-29 14:00:00,37.64,67.1,683.51,2.27,Hostel_Girls_Block,Residential,18000,14,3,Thursday,8,0,0,0,0,0.245,80.66,9.43,16.77,105.57,0,Normal,None,105.57
2024-08-29 15:00:00,39.96,61.92,561.34,4.6,Academic_Block_1,Academic,25000,15,3,Thursday,8,0,0,0,0,0.595,196.22,21.96,44.7,260.3,0,Normal,None,260.3
2024-08-29 15:00:00,39.96,61.92,561.34,4.6,Central_Library,Library,12000,15,3,Thursday,8,0,0,0,0,0.85,116.91,14.84,32.86,164.16,0,Normal,None,164.16
2024-08-29 15:00:00,39.96,61.92,561.34,4.6,Dining_Hall_Mess,Commercial,8000,15,3,Thursday,8,0,0,0,0,0.301,47.87,6.73,11.08,64.75,0,Normal,None,64.75
2024-08-29 15:00:00,39.96,61.92,561.34,4.6,Hostel_Boys_Block,Residential,22000,15,3,Thursday,8,0,0,0,0,0.277,116.59,12.39,23.46,153.21,0,Normal,None,153.21
2024-08-29 15:00:00,39.96,61.92,561.34,4.6,Hostel_Girls_Block,Residential,18000,15,3,Thursday,8,0,0,0,0,0.247,91.05,9.45,18.05,119.53,0,Normal,None,119.53
2024-08-29 16:00:00,38.19,69.75,463.87,2.08,Academic_Block_1,Academic,25000,16,3,Thursday,8,0,0,0,0,0.289,131.89,16.45,29.52,179.15,0,Normal,None,179.15
2024-08-29 16:00:00,38.19,69.75,463.87,2.08,Central_Library,Library,12000,16,3,Thursday,8,0,0,0,0,0.835,105.15,14.71,31.92,148.75,0,Normal,None,148.75
2024-08-29 16:00:00,38.19,69.75,463.87,2.08,Dining_Hall_Mess,Commercial,8000,16,3,Thursday,8,0,0,0,0,0.037,30.65,5.21,5.0,41.07,0,Normal,None,41.07
2024-08-29 16:00:00,38.19,69.75,463.87,2.08,Hostel_Boys_Block,Residential,22000,16,3,Thursday,8,0,0,0,0,0.317,111.2,13.02,24.18,146.67,0,Normal,None,146.67
2024-08-29 16:00:00,38.19,69.75,463.87,2.08,Hostel_Girls_Block,Residential,18000,16,3,Thursday,8,0,0,0,0,0.321,90.68,10.41,20.6,123.59,0,Normal,None,123.59
2024-08-29 17:00:00,35.97,68.76,214.73,1.99,Academic_Block_1,Academic,25000,17,3,Thursday,8,0,0,0,0,0.01,79.01,11.43,13.54,105.53,0,Normal,None,105.53
2024-08-29 17:00:00,35.97,68.76,214.73,1.99,Central_Library,Library,12000,17,3,Thursday,8,0,0,0,0,0.847,92.19,14.82,31.3,137.82,0,Normal,None,137.82
2024-08-29 17:00:00,35.97,68.76,214.73,1.99,Dining_Hall_Mess,Commercial,8000,17,3,Thursday,8,0,0,0,0,0.073,28.05,5.42,6.42,39.37,0,Normal,None,39.37
2024-08-29 17:00:00,35.97,68.76,214.73,1.99,Hostel_Boys_Block,Residential,22000,17,3,Thursday,8,0,0,0,0,0.267,90.63,12.23,23.49,125.79,0,Normal,None,125.79
2024-08-29 17:00:00,35.97,68.76,214.73,1.99,Hostel_Girls_Block,Residential,18000,17,3,Thursday,8,0,0,0,0,0.212,68.0,9.0,15.74,93.03,0,Normal,None,93.03
2024-08-29 18:00:00,38.87,63.99,0.0,2.12,Academic_Block_1,Academic,25000,18,3,Thursday,8,0,0,0,0,0.078,101.01,14.76,16.59,135.66,0,Normal,None,135.66
2024-08-29 18:00:00,38.87,63.99,0.0,2.12,Central_Library,Library,12000,18,3,Thursday,8,0,0,0,0,0.739,99.85,23.46,29.47,153.61,0,Normal,None,153.61
2024-08-29 18:00:00,38.87,63.99,0.0,2.12,Dining_Hall_Mess,Commercial,8000,18,3,Thursday,8,0,0,0,0,0.331,44.75,9.77,11.63,68.3,0,Normal,None,68.3
2024-08-29 18:00:00,38.87,63.99,0.0,2.12,Hostel_Boys_Block,Residential,22000,18,3,Thursday,8,0,0,0,0,0.866,190.58,42.29,51.62,282.33,0,Normal,None,282.33
2024-08-29 18:00:00,38.87,63.99,0.0,2.12,Hostel_Girls_Block,Residential,18000,18,3,Thursday,8,0,0,0,0,0.792,146.35,31.91,38.18,216.9,0,Normal,None,216.9
2024-08-29 19:00:00,38.48,69.34,0.0,2.16,Academic_Block_1,Academic,25000,19,3,Thursday,8,0,0,0,0,0.095,101.79,15.52,18.8,135.74,0,Normal,None,135.74
2024-08-29 19:00:00,38.48,69.34,0.0,2.16,Central_Library,Library,12000,19,3,Thursday,8,0,0,0,0,0.677,93.15,22.12,24.34,140.77,0,Normal,None,140.77
2024-08-29 19:00:00,38.48,69.34,0.0,2.16,Dining_Hall_Mess,Commercial,8000,19,3,Thursday,8,0,0,0,0,0.683,61.4,14.84,19.55,95.69,0,Normal,None,95.69
2024-08-29 19:00:00,38.48,69.34,0.0,2.16,Hostel_Boys_Block,Residential,22000,19,3,Thursday,8,0,0,0,0,0.823,180.48,40.59,50.28,271.55,0,Normal,None,271.55
2024-08-29 19:00:00,38.48,69.34,0.0,2.16,Hostel_Girls_Block,Residential,18000,19,3,Thursday,8,0,0,0,0,0.885,153.54,34.92,41.83,229.88,0,Normal,None,229.88
2024-08-29 20:00:00,34.58,74.85,0.0,0.5,Academic_Block_1,Academic,25000,20,3,Thursday,8,0,0,0,0,0.038,75.72,12.96,16.36,105.24,0,Normal,None,105.24
2024-08-29 20:00:00,34.58,74.85,0.0,0.5,Central_Library,Library,12000,20,3,Thursday,8,0,0,0,0,0.592,68.74,20.29,25.02,115.04,0,Normal,None,115.04
2024-08-29 20:00:00,34.58,74.85,0.0,0.5,Dining_Hall_Mess,Commercial,8000,20,3,Thursday,8,0,0,0,0,0.891,56.2,17.83,20.85,94.75,0,Normal,None,94.75
2024-08-29 20:00:00,34.58,74.85,0.0,0.5,Hostel_Boys_Block,Residential,22000,20,3,Thursday,8,0,0,0,0,0.877,145.54,42.73,53.23,239.62,0,Normal,None,239.62
2024-08-29 20:00:00,34.58,74.85,0.0,0.5,Hostel_Girls_Block,Residential,18000,20,3,Thursday,8,0,0,0,0,0.855,116.12,33.95,40.4,191.34,0,Normal,None,191.34
2024-08-29 21:00:00,33.04,72.94,0.0,5.9,Academic_Block_1,Academic,25000,21,3,Thursday,8,0,0,0,0,0.035,68.61,12.82,15.45,97.56,0,Normal,None,97.56
2024-08-29 21:00:00,33.04,72.94,0.0,5.9,Central_Library,Library,12000,21,3,Thursday,8,0,0,0,0,0.609,62.46,20.65,25.99,109.07,0,Normal,None,109.07
2024-08-29 21:00:00,33.04,72.94,0.0,5.9,Dining_Hall_Mess,Commercial,8000,21,3,Thursday,8,0,0,0,0,0.7,43.68,15.08,18.37,77.86,0,Normal,None,77.86
2024-08-29 21:00:00,33.04,72.94,0.0,5.9,Hostel_Boys_Block,Residential,22000,21,3,Thursday,8,0,0,0,0,0.826,124.14,40.71,48.85,215.84,0,Normal,None,215.84
2024-08-29 21:00:00,33.04,72.94,0.0,5.9,Hostel_Girls_Block,Residential,18000,21,3,Thursday,8,0,0,0,0,0.887,105.07,34.99,42.15,180.75,0,Normal,None,180.75
2024-08-29 22:00:00,30.57,70.33,0.0,4.36,Academic_Block_1,Academic,25000,22,3,Thursday,8,0,0,0,0,0.012,55.93,11.79,13.09,79.67,0,Normal,None,79.67
2024-08-29 22:00:00,30.57,70.33,0.0,4.36,Central_Library,Library,12000,22,3,Thursday,8,0,0,0,0,0.558,48.85,19.55,23.22,91.07,0,Normal,None,91.07
2024-08-29 22:00:00,30.57,70.33,0.0,4.36,Dining_Hall_Mess,Commercial,8000,22,3,Thursday,8,0,0,0,0,0.262,23.9,8.77,11.9,42.81,0,Normal,None,42.81
2024-08-29 22:00:00,30.57,70.33,0.0,4.36,Hostel_Boys_Block,Residential,22000,22,3,Thursday,8,0,0,0,0,0.872,101.65,42.53,49.85,194.25,0,Normal,None,194.25
2024-08-29 22:00:00,30.57,70.33,0.0,4.36,Hostel_Girls_Block,Residential,18000,22,3,Thursday,8,0,0,0,0,0.759,75.5,30.84,37.88,141.28,0,Normal,None,141.28
2024-08-29 23:00:00,30.7,76.43,0.0,1.97,Academic_Block_1,Academic,25000,23,3,Thursday,8,0,0,0,0,0.044,59.1,13.23,16.4,87.45,0,Normal,None,87.45
2024-08-29 23:00:00,30.7,76.43,0.0,1.97,Central_Library,Library,12000,23,3,Thursday,8,0,0,0,0,0.403,43.32,16.2,20.22,78.39,0,Normal,None,78.39
2024-08-29 23:00:00,30.7,76.43,0.0,1.97,Dining_Hall_Mess,Commercial,8000,23,3,Thursday,8,0,0,0,0,0.136,20.85,6.96,7.07,35.12,0,Normal,None,35.12
2024-08-29 23:00:00,30.7,76.43,0.0,1.97,Hostel_Boys_Block,Residential,22000,23,3,Thursday,8,0,0,0,0,0.882,103.78,42.93,49.97,196.96,0,Normal,None,196.96
2024-08-29 23:00:00,30.7,76.43,0.0,1.97,Hostel_Girls_Block,Residential,18000,23,3,Thursday,8,0,0,0,0,0.823,80.34,32.92,40.33,154.64,0,Normal,None,154.64
2024-08-30 00:00:00,28.66,79.77,0.0,0.79,Academic_Block_1,Academic,25000,0,4,Friday,8,0,0,0,0,0.028,48.99,12.51,16.08,78.17,0,Normal,None,78.17
2024-08-30 00:00:00,28.66,79.77,0.0,0.79,Central_Library,Library,12000,0,4,Friday,8,0,0,0,0,0.029,24.32,8.13,9.19,42.9,0,Normal,None,42.9
2024-08-30 00:00:00,28.66,79.77,0.0,0.79,Dining_Hall_Mess,Commercial,8000,0,4,Friday,8,0,0,0,0,0.05,15.64,5.72,7.37,30.8,0,Normal,None,30.8
2024-08-30 00:00:00,28.66,79.77,0.0,0.79,Hostel_Boys_Block,Residential,22000,0,4,Friday,8,0,0,0,0,0.887,81.82,43.13,52.29,176.78,0,Normal,None,176.78
2024-08-30 00:00:00,28.66,79.77,0.0,0.79,Hostel_Girls_Block,Residential,18000,0,4,Friday,8,0,0,0,0,0.871,65.14,34.47,41.31,141.64,0,Normal,None,141.64
2024-08-30 01:00:00,26.98,85.66,0.0,6.74,Academic_Block_1,Academic,25000,1,4,Friday,8,0,0,0,0,0.01,40.89,11.7,16.26,66.54,0,Normal,None,66.54
2024-08-30 01:00:00,26.98,85.66,0.0,6.74,Central_Library,Library,12000,1,4,Friday,8,0,0,0,0,0.156,23.71,10.87,13.51,49.14,0,Normal,None,49.14
2024-08-30 01:00:00,26.98,85.66,0.0,6.74,Dining_Hall_Mess,Commercial,8000,1,4,Friday,8,0,0,0,0,0.127,14.37,6.83,8.05,27.77,0,Normal,None,27.77
2024-08-30 01:00:00,26.98,85.66,0.0,6.74,Hostel_Boys_Block,Residential,22000,1,4,Friday,8,0,0,0,0,0.885,63.36,43.05,52.34,156.68,0,Normal,None,156.68
2024-08-30 01:00:00,26.98,85.66,0.0,6.74,Hostel_Girls_Block,Residential,18000,1,4,Friday,8,0,0,0,0,0.824,48.69,32.95,38.8,121.81,0,Normal,None,121.81
2024-08-30 02:00:00,31.65,79.3,0.0,3.87,Academic_Block_1,Academic,25000,2,4,Friday,8,0,0,0,0,0.126,70.82,16.92,21.87,107.64,0,Normal,None,107.64
2024-08-30 02:00:00,31.65,79.3,0.0,3.87,Central_Library,Library,12000,2,4,Friday,8,0,0,0,0,0.131,34.99,10.33,11.21,55.64,0,Normal,None,55.64
2024-08-30 02:00:00,31.65,79.3,0.0,3.87,Dining_Hall_Mess,Commercial,8000,2,4,Friday,8,0,0,0,0,0.033,19.47,5.48,6.19,32.73,0,Normal,None,32.73
2024-08-30 02:00:00,31.65,79.3,0.0,3.87,Hostel_Boys_Block,Residential,22000,2,4,Friday,8,0,0,0,0,0.838,110.6,41.18,50.31,202.8,0,Normal,None,202.8
2024-08-30 02:00:00,31.65,79.3,0.0,3.87,Hostel_Girls_Block,Residential,18000,2,4,Friday,8,0,0,0,0,0.904,93.74,35.54,44.8,174.89,0,Normal,None,174.89
2024-08-30 03:00:00,28.9,71.44,0.0,1.79,Academic_Block_1,Academic,25000,3,4,Friday,8,0,0,0,0,0.069,52.69,14.36,16.29,84.56,0,Normal,None,84.56
2024-08-30 03:00:00,28.9,71.44,0.0,1.79,Central_Library,Library,12000,3,4,Friday,8,0,0,0,0,0.133,28.08,10.37,13.47,54.13,0,Normal,None,54.13
2024-08-30 03:00:00,28.9,71.44,0.0,1.79,Dining_Hall_Mess,Commercial,8000,3,4,Friday,8,0,0,0,0,0.096,16.95,6.38,7.81,30.14,0,Normal,None,30.14
2024-08-30 03:00:00,28.9,71.44,0.0,1.79,Hostel_Boys_Block,Residential,22000,3,4,Friday,8,0,0,0,0,0.809,79.97,40.04,49.63,165.45,0,Normal,None,165.45
2024-08-30 03:00:00,28.9,71.44,0.0,1.79,Hostel_Girls_Block,Residential,18000,3,4,Friday,8,0,0,0,0,0.807,64.26,32.4,38.99,133.83,0,Normal,None,133.83
2024-08-30 04:00:00,29.28,78.63,0.0,3.11,Academic_Block_1,Academic,25000,4,4,Friday,8,0,0,0,0,0.073,54.76,14.54,18.37,88.41,0,Normal,None,88.41
2024-08-30 04:00:00,29.28,78.63,0.0,3.11,Central_Library,Library,12000,4,4,Friday,8,0,0,0,0,0.094,27.76,9.53,11.54,50.19,0,Normal,None,50.19
2024-08-30 04:00:00,29.28,78.63,0.0,3.11,Dining_Hall_Mess,Commercial,8000,4,4,Friday,8,0,0,0,0,0.055,16.65,5.79,8.27,31.48,0,Normal,None,31.48
2024-08-30 04:00:00,29.28,78.63,0.0,3.11,Hostel_Boys_Block,Residential,22000,4,4,Friday,8,0,0,0,0,0.889,88.73,43.2,54.7,186.3,0,Normal,None,186.3
2024-08-30 04:00:00,29.28,78.63,0.0,3.11,Hostel_Girls_Block,Residential,18000,4,4,Friday,8,0,0,0,0,0.925,73.3,36.22,43.2,151.07,0,Normal,None,151.07
2024-08-30 05:00:00,30.39,75.45,0.0,3.13,Academic_Block_1,Academic,25000,5,4,Friday,8,0,0,0,0,0.085,60.97,15.08,18.43,96.35,0,Normal,None,96.35
2024-08-30 05:00:00,30.39,75.45,0.0,3.13,Central_Library,Library,12000,5,4,Friday,8,0,0,0,0,0.108,30.92,9.83,12.14,54.27,0,Normal,None,54.27
2024-08-30 05:00:00,30.39,75.45,0.0,3.13,Dining_Hall_Mess,Commercial,8000,5,4,Friday,8,0,0,0,0,0.046,18.04,5.66,6.99,27.95,0,Normal,None,27.95
2024-08-30 05:00:00,30.39,75.45,0.0,3.13,Hostel_Boys_Block,Residential,22000,5,4,Friday,8,0,0,0,0,0.876,99.98,42.69,52.55,197.23,0,Normal,None,197.23
2024-08-30 05:00:00,30.39,75.45,0.0,3.13,Hostel_Girls_Block,Residential,18000,5,4,Friday,8,0,0,0,0,0.833,78.27,33.24,40.64,153.65,0,Normal,None,153.65
2024-08-30 06:00:00,31.06,69.34,0.0,2.71,Academic_Block_1,Academic,25000,6,4,Friday,8,0,0,0,0,0.081,63.88,14.9,16.8,96.27,0,Normal,None,96.27
2024-08-30 06:00:00,31.06,69.34,0.0,2.71,Central_Library,Library,12000,6,4,Friday,8,0,0,0,0,0.069,30.95,8.99,10.8,50.71,0,Normal,None,50.71
2024-08-30 06:00:00,31.06,69.34,0.0,2.71,Dining_Hall_Mess,Commercial,8000,6,4,Friday,8,0,0,0,0,0.16,22.13,7.3,8.82,37.39,0,Normal,None,37.39
2024-08-30 06:00:00,31.06,69.34,0.0,2.71,Hostel_Boys_Block,Residential,22000,6,4,Friday,8,0,0,0,0,0.806,101.98,39.92,47.08,189.96,0,Normal,None,189.96
2024-08-30 06:00:00,31.06,69.34,0.0,2.71,Hostel_Girls_Block,Residential,18000,6,4,Friday,8,0,0,0,0,0.866,86.05,34.31,41.4,160.13,0,Normal,None,160.13
2024-08-30 07:00:00,30.07,75.78,210.31,2.31,Academic_Block_1,Academic,25000,7,4,Friday,8,0,0,0,0,0.033,56.29,11.84,15.6,83.75,0,Normal,None,83.75
2024-08-30 07:00:00,30.07,75.78,210.31,2.31,Central_Library,Library,12000,7,4,Friday,8,0,0,0,0,0.393,41.42,10.9,20.51,75.84,0,Normal,None,75.84
2024-08-30 07:00:00,30.07,75.78,210.31,2.31,Dining_Hall_Mess,Commercial,8000,7,4,Friday,8,0,0,0,0,0.529,30.21,8.05,15.81,55.2,0,Normal,None,55.2
2024-08-30 07:00:00,30.07,75.78,210.31,2.31,Hostel_Boys_Block,Residential,22000,7,4,Friday,8,0,0,0,0,0.917,100.1,22.53,54.79,178.61,0,Normal,None,178.61
2024-08-30 07:00:00,30.07,75.78,210.31,2.31,Hostel_Girls_Block,Residential,18000,7,4,Friday,8,0,0,0,0,0.813,75.26,16.79,40.9,132.61,0,Normal,None,132.61
2024-08-30 08:00:00,32.63,80.53,465.82,5.13,Academic_Block_1,Academic,25000,8,4,Friday,8,0,0,0,0,0.011,66.27,11.45,16.02,95.68,0,Normal,None,95.68
2024-08-30 08:00:00,32.63,80.53,465.82,5.13,Central_Library,Library,12000,8,4,Friday,8,0,0,0,0,0.473,55.83,11.59,21.79,88.0,0,Normal,None,88.0
2024-08-30 08:00:00,32.63,80.53,465.82,5.13,Dining_Hall_Mess,Commercial,8000,8,4,Friday,8,0,0,0,0,0.944,51.98,10.44,23.16,86.35,0,Normal,None,86.35
2024-08-30 08:00:00,32.63,80.53,465.82,5.13,Hostel_Boys_Block,Residential,22000,8,4,Friday,8,0,0,0,0,0.868,125.44,21.75,51.7,199.91,0,Normal,None,199.91
2024-08-30 08:00:00,32.63,80.53,465.82,5.13,Hostel_Girls_Block,Residential,18000,8,4,Friday,8,0,0,0,0,0.835,99.5,17.07,39.83,154.88,0,Normal,None,154.88
2024-08-30 09:00:00,33.08,77.32,608.92,5.41,Academic_Block_1,Academic,25000,9,4,Friday,8,0,0,0,0,0.297,98.66,16.6,31.03,145.65,0,Normal,None,145.65
2024-08-30 09:00:00,33.08,77.32,608.92,5.41,Central_Library,Library,12000,9,4,Friday,8,0,0,0,0,0.603,64.78,12.71,25.92,100.21,0,Normal,None,100.21
2024-08-30 09:00:00,33.08,77.32,608.92,5.41,Dining_Hall_Mess,Commercial,8000,9,4,Friday,8,0,0,0,0,0.549,41.19,8.16,15.67,64.16,0,Normal,None,64.16
2024-08-30 09:00:00,33.08,77.32,608.92,5.41,Hostel_Boys_Block,Residential,22000,9,4,Friday,8,0,0,0,0,0.266,75.39,12.21,23.49,110.88,0,Normal,None,110.88
2024-08-30 09:00:00,33.08,77.32,608.92,5.41,Hostel_Girls_Block,Residential,18000,9,4,Friday,8,0,0,0,0,0.32,65.12,10.4,19.05,96.54,0,Normal,None,96.54
2024-08-30 10:00:00,35.77,66.6,604.09,2.62,Academic_Block_1,Academic,25000,10,4,Friday,8,0,0,0,0,0.596,155.99,21.98,45.27,222.73,0,Normal,None,222.73
2024-08-30 10:00:00,35.77,66.6,604.09,2.62,Central_Library,Library,12000,10,4,Friday,8,0,0,0,0,0.709,83.97,13.63,27.23,126.19,0,Normal,None,126.19
2024-08-30 10:00:00,35.77,66.6,604.09,2.62,Dining_Hall_Mess,Commercial,8000,10,4,Friday,8,0,0,0,0,0.267,37.38,6.54,10.52,54.73,0,Normal,None,54.73
2024-08-30 10:00:00,35.77,66.6,604.09,2.62,Hostel_Boys_Block,Residential,22000,10,4,Friday,8,0,0,0,0,0.2,83.35,11.17,106.35317403934822,200.53317403934824,1,Heavy Equipment Overload,Critical,114.81
2024-08-30 10:00:00,35.77,66.6,604.09,2.62,Hostel_Girls_Block,Residential,18000,10,4,Friday,8,0,0,0,0,0.222,69.62,9.13,16.24,92.86,0,Normal,None,92.86
2024-08-30 11:00:00,36.93,69.9,837.79,3.33,Academic_Block_1,Academic,25000,11,4,Friday,8,0,0,0,0,0.793,195.95,25.52,57.13,278.51,0,Normal,None,278.51
2024-08-30 11:00:00,36.93,69.9,837.79,3.33,Central_Library,Library,12000,11,4,Friday,8,0,0,0,0,0.726,92.04,13.77,145.09948139061322,252.3594813906132,1,Heavy Equipment Overload,Critical,136.05
2024-08-30 11:00:00,36.93,69.9,837.79,3.33,Dining_Hall_Mess,Commercial,8000,11,4,Friday,8,0,0,0,0,0.327,43.46,6.88,10.51,60.48,0,Normal,None,60.48
2024-08-30 11:00:00,36.93,69.9,837.79,3.33,Hostel_Boys_Block,Residential,22000,11,4,Friday,8,0,0,0,0,0.201,90.48,11.18,18.75,120.57,0,Normal,None,120.57
2024-08-30 11:00:00,36.93,69.9,837.79,3.33,Hostel_Girls_Block,Residential,18000,11,4,Friday,8,0,0,0,0,0.248,78.33,9.46,17.17,105.82,0,Normal,None,105.82
2024-08-30 12:00:00,36.76,71.92,669.28,4.22,Academic_Block_1,Academic,25000,12,4,Friday,8,0,0,0,0,0.871,204.19,26.93,61.9,293.69,0,Normal,None,293.69
2024-08-30 12:00:00,36.76,71.92,669.28,4.22,Central_Library,Library,12000,12,4,Friday,8,0,0,0,0,0.807,95.9,14.47,31.93,143.59,0,Normal,None,143.59
2024-08-30 12:00:00,36.76,71.92,669.28,4.22,Dining_Hall_Mess,Commercial,8000,12,4,Friday,8,0,0,0,0,0.718,59.85,29.55228761601441,19.63,107.31228761601442,1,Lighting Relay Jam / Basal Creep,Low,86.9
2024-08-30 12:00:00,36.76,71.92,669.28,4.22,Hostel_Boys_Block,Residential,22000,12,4,Friday,8,0,0,0,0,0.295,100.45,12.67,23.14,135.18,0,Normal,None,135.18
2024-08-30 12:00:00,36.76,71.92,669.28,4.22,Hostel_Girls_Block,Residential,18000,12,4,Friday,8,0,0,0,0,0.304,82.5,10.19,18.92,110.22,0,Normal,None,110.22
2024-08-30 13:00:00,35.93,63.62,743.83,5.19,Academic_Block_1,Academic,25000,13,4,Friday,8,0,0,0,0,0.833,189.3,26.24,57.59,273.03,0,Normal,None,273.03
2024-08-30 13:00:00,35.93,63.62,743.83,5.19,Central_Library,Library,12000,13,4,Friday,8,0,0,0,0,0.816,92.12,14.55,32.21,140.75,0,Normal,None,140.75
2024-08-30 13:00:00,35.93,63.62,743.83,5.19,Dining_Hall_Mess,Commercial,8000,13,4,Friday,8,0,0,0,0,1.0,69.15,10.76,23.97,102.97,0,Normal,None,102.97
2024-08-30 13:00:00,35.93,63.62,743.83,5.19,Hostel_Boys_Block,Residential,22000,13,4,Friday,8,0,0,0,0,0.275,93.44,12.36,23.85,126.79,0,Normal,None,126.79
2024-08-30 13:00:00,35.93,63.62,743.83,5.19,Hostel_Girls_Block,Residential,18000,13,4,Friday,8,0,0,0,0,0.216,70.32,9.05,15.6,95.86,0,Normal,None,95.86
2024-08-30 14:00:00,39.14,61.51,634.33,3.19,Academic_Block_1,Academic,25000,14,4,Friday,8,0,0,0,0,0.785,219.35,25.38,54.98,297.49,0,Normal,None,297.49
2024-08-30 14:00:00,39.14,61.51,634.33,3.19,Central_Library,Library,12000,14,4,Friday,8,0,0,0,0,0.854,112.75,14.88,29.04,158.41,0,Normal,None,158.41
